date,month,hour,daytime,seasons,holiday,functioning_day,temperature,temperature_type,humidity,wind_speed,visibility,solar_radiation,rainfall,snowfall,rented_bike_count
2018-05-14,5,5,Morning,Spring,No,Yes,11.9,Mild,93,0.8,241,0.0,0.0,0.0,199
2018-05-14,5,6,Morning,Spring,No,Yes,12.1,Mild,89,0.3,252,0.02,0.0,0.0,552
2018-05-14,5,7,Morning,Spring,No,Yes,12.6,Mild,85,0.4,292,0.23,0.0,0.0,1251
2018-05-14,5,8,Morning,Spring,No,Yes,13.8,Mild,79,0.9,313,0.44,0.0,0.0,1997
2018-05-14,5,9,Morning,Spring,No,Yes,15.1,Mild,74,0.6,437,0.76,0.0,0.0,1106
2018-05-14,5,10,Morning,Spring,No,Yes,16.6,Mild,67,0.9,479,1.23,0.0,0.0,779
2018-05-14,5,11,Noon,Spring,No,Yes,18.5,Mild,65,1.4,463,2.07,0.0,0.0,946
2018-05-14,5,12,Noon,Spring,No,Yes,20.0,Warm,62,1.8,428,2.38,0.0,0.0,1095
2018-05-14,5,13,Noon,Spring,No,Yes,21.8,Warm,59,1.9,404,2.74,0.0,0.0,1051
2018-05-14,5,14,Noon,Spring,No,Yes,23.1,Warm,56,1.6,391,2.67,0.0,0.0,1124
2018-05-14,5,15,Afternoon,Spring,No,Yes,24.0,Warm,59,1.6,353,2.24,0.0,0.0,1171
2018-05-14,5,16,Afternoon,Spring,No,Yes,24.3,Warm,54,2.6,346,1.81,0.0,0.0,1433
2018-05-14,5,17,Afternoon,Spring,No,Yes,24.4,Warm,51,1.9,466,1.42,0.0,0.0,1891
2018-05-14,5,18,Evening,Spring,No,Yes,23.6,Warm,48,3.1,666,0.85,0.0,0.0,2906
2018-05-14,5,19,Evening,Spring,No,Yes,22.7,Warm,56,1.8,598,0.31,0.0,0.0,2236
2018-05-14,5,20,Evening,Spring,No,Yes,21.4,Warm,64,2.1,411,0.02,0.0,0.0,1965
2018-05-14,5,21,Evening,Spring,No,Yes,20.5,Warm,67,1.4,357,0.0,0.0,0.0,1885
2018-05-14,5,22,Night,Spring,No,Yes,19.6,Warm,71,0.6,325,0.0,0.0,0.0,1648
2018-05-14,5,23,Night,Spring,No,Yes,18.8,Mild,73,0.8,291,0.0,0.0,0.0,1071
2018-05-15,5,0,Night,Spring,No,Yes,18.1,Mild,77,0.5,287,0.0,0.0,0.0,764
2018-05-15,5,1,Night,Spring,No,Yes,17.5,Mild,78,0.6,277,0.0,0.0,0.0,563
2018-05-15,5,2,Night,Spring,No,Yes,17.1,Mild,74,0.4,350,0.0,0.0,0.0,372
2018-05-15,5,3,Night,Spring,No,Yes,16.6,Mild,74,0.4,402,0.0,0.0,0.0,241
2018-05-15,5,4,Morning,Spring,No,Yes,16.1,Mild,74,0.8,440,0.0,0.0,0.0,170
2018-05-15,5,5,Morning,Spring,No,Yes,15.7,Mild,76,0.6,330,0.0,0.0,0.0,182
2018-05-15,5,6,Morning,Spring,No,Yes,15.4,Mild,84,0.8,235,0.03,0.0,0.0,562
2018-05-15,5,7,Morning,Spring,No,Yes,16.2,Mild,79,1.2,239,0.36,0.0,0.0,1239
2018-05-15,5,8,Morning,Spring,No,Yes,18.4,Mild,68,1.1,254,0.88,0.0,0.0,2059
2018-05-15,5,9,Morning,Spring,No,Yes,20.8,Warm,53,0.8,381,1.58,0.0,0.0,1148
2018-05-15,5,10,Morning,Spring,No,Yes,22.7,Warm,37,0.9,879,2.18,0.0,0.0,832
2018-05-15,5,11,Noon,Spring,No,Yes,24.8,Warm,36,1.8,973,2.7,0.0,0.0,944
2018-05-15,5,12,Noon,Spring,No,Yes,26.3,Warm,36,1.1,1133,2.88,0.0,0.0,1058
2018-05-15,5,13,Noon,Spring,No,Yes,27.8,Hot,34,1.5,1306,3.14,0.0,0.0,1080
2018-05-15,5,14,Noon,Spring,No,Yes,28.5,Hot,33,0.9,1348,2.51,0.0,0.0,1092
2018-05-15,5,15,Afternoon,Spring,No,Yes,29.1,Hot,38,1.7,1602,1.89,0.0,0.0,1210
2018-05-15,5,16,Afternoon,Spring,No,Yes,28.8,Hot,37,2.4,1629,1.44,0.0,0.0,1458
2018-05-15,5,17,Afternoon,Spring,No,Yes,28.5,Hot,43,1.7,1404,1.06,0.0,0.0,1951
2018-05-15,5,18,Evening,Spring,No,Yes,27.5,Hot,47,2.5,1113,0.43,0.0,0.0,2915
2018-05-15,5,19,Evening,Spring,No,Yes,26.9,Warm,49,0.9,1063,0.1,0.0,0.0,2248
2018-05-15,5,20,Evening,Spring,No,Yes,26.3,Warm,53,1.0,908,0.0,0.0,0.0,1958
2018-05-15,5,21,Evening,Spring,No,Yes,25.6,Warm,56,0.7,884,0.0,0.0,0.0,1944
2018-05-15,5,22,Night,Spring,No,Yes,25.0,Warm,59,0.6,742,0.0,0.0,0.0,1640
2018-05-15,5,23,Night,Spring,No,Yes,24.8,Warm,60,1.0,795,0.0,0.0,0.0,848
2018-05-16,5,0,Night,Spring,No,Yes,24.4,Warm,63,0.8,745,0.0,0.0,0.0,662
2018-05-16,5,1,Night,Spring,No,Yes,24.1,Warm,67,0.5,686,0.0,0.0,0.0,502
2018-05-16,5,2,Night,Spring,No,Yes,23.9,Warm,69,0.3,531,0.0,0.2,0.0,145
2018-05-16,5,3,Night,Spring,No,Yes,22.6,Warm,89,0.7,327,0.0,0.8,0.0,166
2018-05-16,5,4,Morning,Spring,No,Yes,22.3,Warm,86,0.5,387,0.0,0.0,0.0,124
2018-05-16,5,5,Morning,Spring,No,Yes,22.3,Warm,87,0.6,399,0.0,0.0,0.0,52
2018-05-16,5,6,Morning,Spring,No,Yes,22.1,Warm,94,0.9,269,0.0,2.0,0.0,135
2018-05-16,5,7,Morning,Spring,No,Yes,22.0,Warm,95,0.7,342,0.0,0.0,0.0,367
2018-05-16,5,8,Morning,Spring,No,Yes,22.4,Warm,93,1.2,683,0.04,0.0,0.0,291
2018-05-16,5,9,Morning,Spring,No,Yes,22.8,Warm,93,3.1,569,0.06,4.0,0.0,97
2018-05-16,5,10,Morning,Spring,No,Yes,22.8,Warm,95,1.7,176,0.05,1.0,0.0,81
2018-05-16,5,11,Noon,Spring,No,Yes,22.7,Warm,93,4.8,832,0.17,0.0,0.0,243
2018-05-16,5,12,Noon,Spring,No,Yes,22.9,Warm,87,4.0,1497,0.22,0.0,0.0,59
2018-05-16,5,13,Noon,Spring,No,Yes,21.8,Warm,97,2.4,682,0.06,35.0,0.0,151
2018-05-16,5,14,Noon,Spring,No,Yes,22.0,Warm,96,2.9,1327,0.39,0.0,0.0,248
2018-05-16,5,15,Afternoon,Spring,No,Yes,22.0,Warm,96,2.9,313,0.2,0.0,0.0,240
2018-05-16,5,16,Afternoon,Spring,No,Yes,21.8,Warm,97,1.8,206,0.18,0.0,0.0,223
2018-05-16,5,17,Afternoon,Spring,No,Yes,21.9,Warm,97,3.2,207,0.14,0.5,0.0,304
2018-05-16,5,18,Evening,Spring,No,Yes,21.9,Warm,97,2.1,191,0.08,0.0,0.0,562
2018-05-16,5,19,Evening,Spring,No,Yes,21.9,Warm,97,2.2,196,0.01,0.0,0.0,404
2018-05-16,5,20,Evening,Spring,No,Yes,21.8,Warm,97,2.2,156,0.0,0.5,0.0,338
2018-05-16,5,21,Evening,Spring,No,Yes,21.8,Warm,97,1.3,160,0.0,0.5,0.0,398
2018-05-16,5,22,Night,Spring,No,Yes,21.9,Warm,97,1.5,164,0.0,0.0,0.0,399
2018-05-16,5,23,Night,Spring,No,Yes,22.0,Warm,97,0.9,158,0.0,0.0,0.0,225
2018-05-17,5,0,Night,Spring,No,Yes,22.0,Warm,97,1.6,152,0.0,0.5,0.0,118
2018-05-17,5,1,Night,Spring,No,Yes,22.0,Warm,97,2.1,192,0.0,0.5,0.0,144
2018-05-17,5,2,Night,Spring,No,Yes,21.8,Warm,97,1.3,175,0.0,1.0,0.0,78
2018-05-17,5,3,Night,Spring,No,Yes,21.8,Warm,98,0.6,113,0.0,2.5,0.0,38
2018-05-17,5,4,Morning,Spring,No,Yes,19.2,Warm,98,2.4,1965,0.0,19.0,0.0,51
2018-05-17,5,5,Morning,Spring,No,Yes,18.8,Mild,97,0.9,1927,0.0,0.0,0.0,54
2018-05-17,5,6,Morning,Spring,No,Yes,18.9,Mild,98,0.3,338,0.0,0.0,0.0,69
2018-05-17,5,7,Morning,Spring,No,Yes,19.1,Warm,98,0.3,125,0.0,0.0,0.0,80
2018-05-17,5,8,Morning,Spring,No,Yes,19.7,Warm,98,0.5,1958,0.12,13.5,0.0,152
2018-05-17,5,9,Morning,Spring,No,Yes,19.7,Warm,98,0.5,659,0.05,10.0,0.0,28
2018-05-17,5,10,Morning,Spring,No,Yes,20.1,Warm,98,1.2,885,0.13,2.0,0.0,141
2018-05-17,5,11,Noon,Spring,No,Yes,20.4,Warm,98,0.9,300,0.25,2.5,0.0,182
2018-05-17,5,12,Noon,Spring,No,Yes,21.7,Warm,96,0.8,1773,0.81,1.5,0.0,467
2018-05-17,5,13,Noon,Spring,No,Yes,23.4,Warm,83,1.7,1944,1.5,0.0,0.0,592
2018-05-17,5,14,Noon,Spring,No,Yes,23.4,Warm,81,0.6,1921,0.5,0.0,0.0,352
2018-05-17,5,15,Afternoon,Spring,No,Yes,22.8,Warm,95,1.6,294,0.11,0.5,0.0,186
2018-05-17,5,16,Afternoon,Spring,No,Yes,22.9,Warm,95,0.4,385,0.31,0.0,0.0,102
2018-05-17,5,17,Afternoon,Spring,No,Yes,22.7,Warm,96,0.4,249,0.11,2.5,0.0,131
2018-05-17,5,18,Evening,Spring,No,Yes,22.6,Warm,97,1.1,304,0.07,1.5,0.0,431
2018-05-17,5,19,Evening,Spring,No,Yes,22.3,Warm,96,2.6,191,0.0,0.0,0.0,29
2018-05-17,5,20,Evening,Spring,No,Yes,21.3,Warm,97,2.8,388,0.0,12.5,0.0,17
2018-05-17,5,21,Evening,Spring,No,Yes,20.5,Warm,97,1.1,726,0.0,4.0,0.0,18
2018-05-17,5,22,Night,Spring,No,Yes,20.2,Warm,98,0.5,468,0.0,6.0,0.0,26
2018-05-17,5,23,Night,Spring,No,Yes,20.0,Warm,98,1.8,589,0.0,2.5,0.0,35
2018-05-18,5,0,Night,Spring,No,Yes,19.3,Warm,97,1.8,523,0.0,1.0,0.0,129
2018-05-18,5,1,Night,Spring,No,Yes,19.0,Mild,97,1.5,278,0.0,1.0,0.0,116
2018-05-18,5,2,Night,Spring,No,Yes,18.8,Mild,98,1.5,237,0.0,0.5,0.0,48
2018-05-18,5,3,Night,Spring,No,Yes,18.3,Mild,98,1.6,320,0.0,2.0,0.0,47
2018-05-18,5,4,Morning,Spring,No,Yes,18.1,Mild,98,1.7,223,0.0,1.0,0.0,22
2018-05-18,5,5,Morning,Spring,No,Yes,17.8,Mild,98,1.0,457,0.0,0.5,0.0,29
2018-05-18,5,6,Morning,Spring,No,Yes,17.4,Mild,98,0.3,234,0.0,0.0,0.0,77
2018-05-18,5,7,Morning,Spring,No,Yes,16.6,Mild,98,0.6,219,0.01,0.5,0.0,210
2018-05-18,5,8,Morning,Spring,No,Yes,16.4,Mild,98,0.3,514,0.11,0.0,0.0,400
2018-05-18,5,9,Morning,Spring,No,Yes,16.6,Mild,98,0.6,301,0.18,0.5,0.0,427
2018-05-18,5,10,Morning,Spring,No,Yes,16.3,Mild,97,1.0,693,0.37,0.0,0.0,454
2018-05-18,5,11,Noon,Spring,No,Yes,16.6,Mild,96,0.7,539,0.41,0.0,0.0,352
2018-05-18,5,12,Noon,Spring,No,Yes,16.6,Mild,96,0.8,430,0.34,0.0,0.0,185
2018-05-18,5,13,Noon,Spring,No,Yes,16.7,Mild,93,1.0,1373,0.72,0.5,0.0,509
2018-05-18,5,14,Noon,Spring,No,Yes,16.7,Mild,88,1.5,1760,0.72,0.0,0.0,697
2018-05-18,5,15,Afternoon,Spring,No,Yes,16.7,Mild,85,1.2,2000,0.49,0.0,0.0,906
2018-05-18,5,16,Afternoon,Spring,No,Yes,17.0,Mild,82,1.9,2000,0.84,0.0,0.0,1182
2018-05-18,5,17,Afternoon,Spring,No,Yes,17.2,Mild,81,1.2,2000,0.57,0.0,0.0,1551
2018-05-18,5,18,Evening,Spring,No,Yes,17.5,Mild,79,1.5,2000,0.57,0.0,0.0,2261
2018-05-18,5,19,Evening,Spring,No,Yes,17.0,Mild,76,1.5,2000,0.29,0.0,0.0,1751
2018-05-18,5,20,Evening,Spring,No,Yes,16.2,Mild,76,2.1,2000,0.02,0.0,0.0,1386
2018-05-18,5,21,Evening,Spring,No,Yes,15.3,Mild,73,2.3,2000,0.0,0.0,0.0,1263
2018-05-18,5,22,Night,Spring,No,Yes,14.2,Mild,73,1.9,2000,0.0,0.0,0.0,1221
2018-05-18,5,23,Night,Spring,No,Yes,13.2,Mild,68,1.8,2000,0.0,0.0,0.0,864
2018-05-19,5,0,Night,Spring,No,Yes,12.2,Mild,67,1.2,2000,0.0,0.0,0.0,689
2018-05-19,5,1,Night,Spring,No,Yes,11.4,Mild,74,1.3,2000,0.0,0.0,0.0,676
2018-05-19,5,2,Night,Spring,No,Yes,11.1,Mild,74,1.9,2000,0.0,0.0,0.0,526
2018-05-19,5,3,Night,Spring,No,Yes,10.7,Mild,73,1.3,2000,0.0,0.0,0.0,320
2018-05-19,5,4,Morning,Spring,No,Yes,10.5,Mild,73,1.2,2000,0.0,0.0,0.0,213
2018-05-19,5,5,Morning,Spring,No,Yes,10.4,Mild,71,1.1,2000,0.0,0.0,0.0,198
2018-05-19,5,6,Morning,Spring,No,Yes,10.5,Mild,70,1.0,2000,0.03,0.0,0.0,234
2018-05-19,5,7,Morning,Spring,No,Yes,11.4,Mild,0,1.4,2000,0.46,0.0,0.0,436
2018-05-19,5,8,Morning,Spring,No,Yes,13.7,Mild,57,1.4,2000,1.28,0.0,0.0,766
2018-05-19,5,9,Morning,Spring,No,Yes,15.7,Mild,49,1.6,2000,2.0,0.0,0.0,932
2018-05-19,5,10,Morning,Spring,No,Yes,17.2,Mild,45,2.1,2000,2.61,0.0,0.0,1051
2018-05-19,5,11,Noon,Spring,No,Yes,19.0,Mild,44,1.4,2000,3.12,0.0,0.0,1290
2018-05-19,5,12,Noon,Spring,No,Yes,20.5,Warm,42,2.1,2000,3.42,0.0,0.0,1573
2018-05-19,5,13,Noon,Spring,No,Yes,21.9,Warm,39,2.0,2000,3.52,0.0,0.0,1865
2018-05-19,5,14,Noon,Spring,No,Yes,22.8,Warm,39,2.6,1983,3.39,0.0,0.0,2128
2018-05-19,5,15,Afternoon,Spring,No,Yes,23.9,Warm,37,1.6,2000,3.07,0.0,0.0,2268
2018-05-19,5,16,Afternoon,Spring,No,Yes,24.5,Warm,34,1.5,2000,2.54,0.0,0.0,2479
2018-05-19,5,17,Afternoon,Spring,No,Yes,24.5,Warm,35,1.8,1927,1.93,0.0,0.0,2355
2018-05-19,5,18,Evening,Spring,No,Yes,24.0,Warm,34,1.7,2000,1.22,0.0,0.0,2439
2018-05-19,5,19,Evening,Spring,No,Yes,22.6,Warm,34,1.5,2000,0.51,0.0,0.0,2140
2018-05-19,5,20,Evening,Spring,No,Yes,20.9,Warm,34,1.4,2000,0.03,0.0,0.0,1872
2018-05-19,5,21,Evening,Spring,No,Yes,19.5,Warm,34,1.3,2000,0.0,0.0,0.0,1780
2018-05-19,5,22,Night,Spring,No,Yes,18.4,Mild,34,1.2,2000,0.0,0.0,0.0,1595
2018-05-19,5,23,Night,Spring,No,Yes,17.1,Mild,37,1.3,2000,0.0,0.0,0.0,1169
2018-05-20,5,0,Night,Spring,No,Yes,15.8,Mild,41,1.2,2000,0.0,0.0,0.0,986
2018-05-20,5,1,Night,Spring,No,Yes,14.7,Mild,43,1.2,2000,0.0,0.0,0.0,713
2018-05-20,5,2,Night,Spring,No,Yes,13.9,Mild,43,0.9,2000,0.0,0.0,0.0,473
2018-05-20,5,3,Night,Spring,No,Yes,13.5,Mild,41,1.0,2000,0.0,0.0,0.0,347
2018-05-20,5,4,Morning,Spring,No,Yes,12.8,Mild,44,0.8,2000,0.0,0.0,0.0,205
2018-05-20,5,5,Morning,Spring,No,Yes,12.1,Mild,47,1.6,2000,0.0,0.0,0.0,160
2018-05-20,5,6,Morning,Spring,No,Yes,11.6,Mild,46,0.8,2000,0.05,0.0,0.0,190
2018-05-20,5,7,Morning,Spring,No,Yes,12.3,Mild,43,0.6,2000,0.3,0.0,0.0,341
2018-05-20,5,8,Morning,Spring,No,Yes,14.1,Mild,38,1.0,2000,0.72,0.0,0.0,524
2018-05-20,5,9,Morning,Spring,No,Yes,16.0,Mild,34,1.3,2000,1.0,0.0,0.0,676
2018-05-20,5,10,Morning,Spring,No,Yes,17.0,Mild,37,1.4,2000,0.94,0.0,0.0,899
2018-05-20,5,11,Noon,Spring,No,Yes,18.7,Mild,30,1.9,2000,1.66,0.0,0.0,1013
2018-05-20,5,12,Noon,Spring,No,Yes,18.8,Mild,31,1.2,2000,0.92,0.0,0.0,1313
2018-05-20,5,13,Noon,Spring,No,Yes,19.9,Warm,33,1.4,2000,1.28,0.0,0.0,1559
2018-05-20,5,14,Noon,Spring,No,Yes,20.3,Warm,30,1.8,2000,1.01,0.0,0.0,1680
2018-05-20,5,15,Afternoon,Spring,No,Yes,21.0,Warm,28,1.7,2000,1.16,0.0,0.0,1999
2018-05-20,5,16,Afternoon,Spring,No,Yes,22.2,Warm,23,2.2,2000,1.66,0.0,0.0,2143
2018-05-20,5,17,Afternoon,Spring,No,Yes,22.4,Warm,23,2.4,2000,1.89,0.0,0.0,2310
2018-05-20,5,18,Evening,Spring,No,Yes,22.2,Warm,22,1.8,2000,1.25,0.0,0.0,2403
2018-05-20,5,19,Evening,Spring,No,Yes,20.8,Warm,24,2.0,2000,0.56,0.0,0.0,2145
2018-05-20,5,20,Evening,Spring,No,Yes,19.0,Mild,26,1.5,2000,0.02,0.0,0.0,1846
2018-05-20,5,21,Evening,Spring,No,Yes,17.8,Mild,26,1.3,2000,0.0,0.0,0.0,1636
2018-05-20,5,22,Night,Spring,No,Yes,16.8,Mild,29,1.2,2000,0.0,0.0,0.0,1325
2018-05-20,5,23,Night,Spring,No,Yes,15.8,Mild,30,1.1,2000,0.0,0.0,0.0,943
2018-05-21,5,0,Night,Spring,No,Yes,15.3,Mild,29,1.3,2000,0.0,0.0,0.0,666
2018-05-21,5,1,Night,Spring,No,Yes,14.5,Mild,31,1.1,2000,0.0,0.0,0.0,420
2018-05-21,5,2,Night,Spring,No,Yes,13.9,Mild,0,0.9,2000,0.0,0.0,0.0,262
2018-05-21,5,3,Night,Spring,No,Yes,13.0,Mild,0,0.8,2000,0.0,0.0,0.0,165
2018-05-21,5,4,Morning,Spring,No,Yes,12.4,Mild,0,0.8,2000,0.0,0.0,0.0,113
2018-05-21,5,5,Morning,Spring,No,Yes,11.9,Mild,0,1.3,2000,0.0,0.0,0.0,200
2018-05-21,5,6,Morning,Spring,No,Yes,11.4,Mild,0,0.9,2000,0.03,0.0,0.0,467
2018-05-21,5,7,Morning,Spring,No,Yes,12.3,Mild,0,0.9,1989,0.48,0.0,0.0,1135
2018-05-21,5,8,Morning,Spring,No,Yes,15.3,Mild,30,1.3,2000,1.3,0.0,0.0,1785
2018-05-21,5,9,Morning,Spring,No,Yes,17.7,Mild,27,1.3,2000,2.02,0.0,0.0,1118
2018-05-21,5,10,Morning,Spring,No,Yes,19.3,Warm,27,1.4,2000,2.63,0.0,0.0,962
2018-05-21,5,11,Noon,Spring,No,Yes,20.9,Warm,27,1.7,2000,3.11,0.0,0.0,1129
2018-05-21,5,12,Noon,Spring,No,Yes,21.8,Warm,31,2.1,2000,3.39,0.0,0.0,1373
2018-05-21,5,13,Noon,Spring,No,Yes,22.8,Warm,31,1.9,1923,3.49,0.0,0.0,1456
2018-05-21,5,14,Noon,Spring,No,Yes,23.4,Warm,36,2.8,1947,3.11,0.0,0.0,1483
2018-05-21,5,15,Afternoon,Spring,No,Yes,23.3,Warm,38,1.5,1963,2.13,0.0,0.0,1612
2018-05-21,5,16,Afternoon,Spring,No,Yes,22.7,Warm,42,1.9,2000,1.13,0.0,0.0,1820
2018-05-21,5,17,Afternoon,Spring,No,Yes,22.2,Warm,45,2.4,2000,0.83,0.0,0.0,2214
2018-05-21,5,18,Evening,Spring,No,Yes,21.6,Warm,48,2.5,1884,0.61,0.0,0.0,3069
2018-05-21,5,19,Evening,Spring,No,Yes,19.5,Warm,56,1.6,1600,0.29,0.0,0.0,2450
2018-05-21,5,20,Evening,Spring,No,Yes,18.4,Mild,59,2.6,1476,0.04,0.0,0.0,2167
2018-05-21,5,21,Evening,Spring,No,Yes,17.7,Mild,63,0.5,1324,0.0,0.0,0.0,2065
2018-05-21,5,22,Night,Spring,No,Yes,16.9,Mild,65,0.3,1281,0.0,0.0,0.0,1832
2018-05-21,5,23,Night,Spring,No,Yes,16.3,Mild,70,0.7,1293,0.0,0.0,0.0,1273
2018-05-22,5,0,Night,Spring,Yes,Yes,16.0,Mild,71,0.5,1299,0.0,0.0,0.0,957
2018-05-22,5,1,Night,Spring,Yes,Yes,15.9,Mild,71,1.1,1312,0.0,0.0,0.0,810
2018-05-22,5,2,Night,Spring,Yes,Yes,15.7,Mild,74,1.0,1313,0.0,0.0,0.0,590
2018-05-22,5,3,Night,Spring,Yes,Yes,15.5,Mild,0,0.7,1420,0.0,0.0,0.0,406
2018-05-22,5,4,Morning,Spring,Yes,Yes,15.6,Mild,0,0.5,1502,0.0,0.0,0.0,248
2018-05-22,5,5,Morning,Spring,Yes,Yes,15.7,Mild,0,0.6,1610,0.0,0.0,0.0,182
2018-05-22,5,6,Morning,Spring,Yes,Yes,15.5,Mild,0,0.5,1691,0.06,0.0,0.0,277
2018-05-22,5,7,Morning,Spring,Yes,Yes,16.3,Mild,69,0.7,1750,0.34,0.0,0.0,443
2018-05-22,5,8,Morning,Spring,Yes,Yes,18.2,Mild,63,0.8,1731,1.0,0.0,0.0,694
2018-05-22,5,9,Morning,Spring,Yes,Yes,19.3,Warm,62,0.8,1894,1.14,0.0,0.0,912
2018-05-22,5,10,Morning,Spring,Yes,Yes,20.7,Warm,55,1.8,1698,1.43,0.0,0.0,1119
2018-05-22,5,11,Noon,Spring,Yes,Yes,21.9,Warm,55,1.4,1820,1.87,0.0,0.0,1438
2018-05-22,5,12,Noon,Spring,Yes,Yes,22.9,Warm,51,1.1,1591,1.8,0.0,0.0,1798
2018-05-22,5,13,Noon,Spring,Yes,Yes,22.7,Warm,52,1.0,1399,0.94,0.0,0.0,2000
2018-05-22,5,14,Noon,Spring,Yes,Yes,22.8,Warm,53,1.4,1630,0.98,0.0,0.0,1407
2018-05-22,5,15,Afternoon,Spring,Yes,Yes,21.1,Warm,72,2.7,663,0.31,0.1,0.0,163
2018-05-22,5,16,Afternoon,Spring,Yes,Yes,19.5,Warm,80,1.2,553,0.53,0.4,0.0,86
2018-05-22,5,17,Afternoon,Spring,Yes,Yes,18.6,Mild,84,1.8,499,0.28,1.0,0.0,50
2018-05-22,5,18,Evening,Spring,Yes,Yes,17.9,Mild,93,1.2,258,0.13,2.0,0.0,30
2018-05-22,5,19,Evening,Spring,Yes,Yes,17.6,Mild,93,0.3,331,0.06,1.5,0.0,45
2018-05-22,5,20,Evening,Spring,Yes,Yes,17.2,Mild,85,1.4,467,0.0,0.5,0.0,30
2018-05-22,5,21,Evening,Spring,Yes,Yes,17.0,Mild,85,1.1,597,0.0,0.5,0.0,58
2018-05-22,5,22,Night,Spring,Yes,Yes,16.8,Mild,87,0.6,447,0.0,0.5,0.0,29
2018-05-22,5,23,Night,Spring,Yes,Yes,16.3,Mild,96,1.1,198,0.0,2.5,0.0,18
2018-05-23,5,0,Night,Spring,No,Yes,15.8,Mild,97,2.4,181,0.0,3.5,0.0,32
2018-05-23,5,1,Night,Spring,No,Yes,15.3,Mild,97,3.2,178,0.0,3.0,0.0,25
2018-05-23,5,2,Night,Spring,No,Yes,15.0,Mild,97,2.5,236,0.0,3.0,0.0,34
2018-05-23,5,3,Night,Spring,No,Yes,14.9,Mild,96,2.2,636,0.0,0.5,0.0,43
2018-05-23,5,4,Morning,Spring,No,Yes,15.0,Mild,97,1.4,1827,0.0,0.0,0.0,59
2018-05-23,5,5,Morning,Spring,No,Yes,14.6,Mild,87,2.2,2000,0.0,0.0,0.0,152
2018-05-23,5,6,Morning,Spring,No,Yes,13.9,Mild,83,3.2,2000,0.04,0.0,0.0,436
2018-05-23,5,7,Morning,Spring,No,Yes,13.6,Mild,75,1.6,1987,0.47,0.0,0.0,1241
2018-05-23,5,8,Morning,Spring,No,Yes,14.6,Mild,70,3.1,2000,1.28,0.0,0.0,2035
2018-05-23,5,9,Morning,Spring,No,Yes,16.0,Mild,60,1.9,1992,1.98,0.0,0.0,1125
2018-05-23,5,10,Morning,Spring,No,Yes,17.9,Mild,56,3.3,1919,2.63,0.0,0.0,871
2018-05-23,5,11,Noon,Spring,No,Yes,18.9,Mild,42,3.8,2000,3.13,0.0,0.0,1012
2018-05-23,5,12,Noon,Spring,No,Yes,20.1,Warm,37,4.0,1910,3.44,0.0,0.0,1216
2018-05-23,5,13,Noon,Spring,No,Yes,20.9,Warm,33,3.9,1853,3.52,0.0,0.0,1167
2018-05-23,5,14,Noon,Spring,No,Yes,22.0,Warm,33,3.4,1966,3.41,0.0,0.0,1183
2018-05-23,5,15,Afternoon,Spring,No,Yes,23.0,Warm,29,2.9,1876,3.11,0.0,0.0,1332
2018-05-23,5,16,Afternoon,Spring,No,Yes,23.0,Warm,33,4.2,1880,2.57,0.0,0.0,1563
2018-05-23,5,17,Afternoon,Spring,No,Yes,22.4,Warm,39,3.2,1943,1.9,0.0,0.0,2069
2018-05-23,5,18,Evening,Spring,No,Yes,21.7,Warm,40,3.5,1987,1.18,0.0,0.0,3123
2018-05-23,5,19,Evening,Spring,No,Yes,18.8,Mild,52,3.4,2000,0.49,0.0,0.0,2454
2018-05-23,5,20,Evening,Spring,No,Yes,16.7,Mild,61,1.9,2000,0.05,0.0,0.0,2001
2018-05-23,5,21,Evening,Spring,No,Yes,15.4,Mild,61,1.1,1959,0.0,0.0,0.0,1833
2018-05-23,5,22,Night,Spring,No,Yes,14.8,Mild,59,1.0,1740,0.0,0.0,0.0,1588
2018-05-23,5,23,Night,Spring,No,Yes,14.6,Mild,54,1.5,1596,0.0,0.0,0.0,1080
2018-05-24,5,0,Night,Spring,No,Yes,13.7,Mild,51,1.3,1651,0.0,0.0,0.0,778
2018-05-24,5,1,Night,Spring,No,Yes,12.9,Mild,62,0.6,1557,0.0,0.0,0.0,578
2018-05-24,5,2,Night,Spring,No,Yes,12.5,Mild,54,0.7,1500,0.0,0.0,0.0,385
2018-05-24,5,3,Night,Spring,No,Yes,12.1,Mild,64,0.8,1538,0.0,0.0,0.0,265
2018-05-24,5,4,Morning,Spring,No,Yes,11.7,Mild,64,1.6,1578,0.0,0.0,0.0,161
2018-05-24,5,5,Morning,Spring,No,Yes,11.3,Mild,64,1.2,1634,0.0,0.0,0.0,205
2018-05-24,5,6,Morning,Spring,No,Yes,11.4,Mild,67,1.0,1600,0.04,0.0,0.0,530
2018-05-24,5,7,Morning,Spring,No,Yes,12.5,Mild,61,1.3,1818,0.42,0.0,0.0,1390
2018-05-24,5,8,Morning,Spring,No,Yes,15.2,Mild,50,1.6,1530,1.1,0.0,0.0,2081
2018-05-24,5,9,Morning,Spring,No,Yes,17.6,Mild,30,1.1,1531,1.79,0.0,0.0,1226
2018-05-24,5,10,Morning,Spring,No,Yes,19.9,Warm,27,2.7,1775,2.44,0.0,0.0,880
2018-05-24,5,11,Noon,Spring,No,Yes,21.5,Warm,30,2.9,1779,2.92,0.0,0.0,922
